,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,SPY220414P00100000,2022-03-30 19:50:16+00:00,100.0,0.01,0.0,0.01,0.0,0.0,1.0,47171,2.50000375,False,REGULAR,USD
1,SPY220414P00110000,2022-03-17 13:34:14+00:00,110.0,0.01,0.0,0.01,0.0,0.0,1.0,26751,2.3125042187499996,False,REGULAR,USD
2,SPY220414P00120000,2022-03-15 15:03:11+00:00,120.0,0.01,0.0,0.01,0.0,0.0,79.0,23802,2.1875045312499997,False,REGULAR,USD
3,SPY220414P00130000,2022-03-24 15:27:10+00:00,130.0,0.01,0.0,0.01,0.0,0.0,11.0,19496,2.0625048437499998,False,REGULAR,USD
4,SPY220414P00140000,2022-03-15 15:25:32+00:00,140.0,0.02,0.0,0.01,0.0,0.0,1.0,6227,1.9375003125,False,REGULAR,USD
5,SPY220414P00150000,2022-03-23 20:00:01+00:00,150.0,0.01,0.0,0.01,0.0,0.0,20.0,22435,1.8125009374999999,False,REGULAR,USD
6,SPY220414P00160000,2022-03-23 14:55:02+00:00,160.0,0.01,0.0,0.01,0.0,0.0,10.0,22029,1.75000125,False,REGULAR,USD
7,SPY220414P00170000,2022-03-18 19:22:54+00:00,170.0,0.01,0.0,0.01,0.0,0.0,10.0,16821,1.625001875,False,REGULAR,USD
8,SPY220414P00180000,2022-03-30 13:44:50+00:00,180.0,0.01,0.0,0.01,0.0,0.0,10.0,7014,1.5625021874999998,False,REGULAR,USD
9,SPY220414P00190000,2022-03-24 18:46:17+00:00,190.0,0.01,0.0,0.01,0.0,0.0,100.0,13557,1.4375028125,False,REGULAR,USD
10,SPY220414P00200000,2022-03-31 19:58:15+00:00,200.0,0.01,0.0,0.01,0.0,0.0,115.0,10891,1.3750031249999999,False,REGULAR,USD
11,SPY220414P00210000,2022-03-28 13:30:05+00:00,210.0,0.01,0.0,0.01,0.0,0.0,3.0,7405,1.3125034374999998,False,REGULAR,USD
12,SPY220414P00215000,2022-03-25 14:17:47+00:00,215.0,0.01,0.0,0.01,0.0,0.0,2.0,2860,1.2500037499999999,False,REGULAR,USD
13,SPY220414P00220000,2022-03-25 19:46:54+00:00,220.0,0.01,0.0,0.01,0.0,0.0,582.0,4219,1.21875390625,False,REGULAR,USD
14,SPY220414P00225000,2022-03-25 14:51:35+00:00,225.0,0.01,0.0,0.01,0.0,0.0,2.0,3131,1.1875040625,False,REGULAR,USD
15,SPY220414P00230000,2022-03-28 14:06:13+00:00,230.0,0.01,0.0,0.01,0.0,0.0,102.0,4064,1.15625421875,False,REGULAR,USD
16,SPY220414P00235000,2022-03-29 16:41:25+00:00,235.0,0.01,0.0,0.01,0.0,0.0,855.0,9095,1.125004375,False,REGULAR,USD
