,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,SPY220406P00200000,2022-03-16 19:54:35+00:00,200.0,0.02,0.0,0.01,0.0,0.0,1.0,13,2.6250034375,False,REGULAR,USD
1,SPY220406P00210000,2022-03-17 14:03:25+00:00,210.0,0.01,0.0,0.01,0.0,0.0,,2,2.50000375,False,REGULAR,USD
2,SPY220406P00220000,2022-03-15 14:00:47+00:00,220.0,0.05,0.0,0.01,0.0,0.0,,1,2.3125042187499996,False,REGULAR,USD
3,SPY220406P00230000,2022-03-24 14:40:53+00:00,230.0,0.01,0.0,0.01,0.0,0.0,1.0,12,2.1875045312499997,False,REGULAR,USD
4,SPY220406P00250000,2022-04-04 15:42:03+00:00,250.0,0.01,0.0,0.01,-0.09,-90.0,3.0,3,1.9375003125,False,REGULAR,USD
5,SPY220406P00255000,2022-03-23 14:33:56+00:00,255.0,0.01,0.0,0.01,0.0,0.0,1.0,3,1.875000625,False,REGULAR,USD
6,SPY220406P00260000,2022-03-23 18:30:50+00:00,260.0,0.02,0.0,0.01,0.0,0.0,1.0,500,1.8125009374999999,False,REGULAR,USD
7,SPY220406P00265000,2022-03-24 16:28:31+00:00,265.0,0.01,0.0,0.01,0.0,0.0,401.0,407,1.75000125,False,REGULAR,USD
8,SPY220406P00270000,2022-03-25 19:23:17+00:00,270.0,0.01,0.0,0.01,0.0,0.0,171.0,446,1.6875015625,False,REGULAR,USD
9,SPY220406P00275000,2022-03-25 19:19:07+00:00,275.0,0.01,0.0,0.01,0.0,0.0,171.0,535,1.65625171875,False,REGULAR,USD
10,SPY220406P00280000,2022-03-25 15:27:28+00:00,280.0,0.01,0.0,0.01,0.0,0.0,533.0,709,1.5937520312499998,False,REGULAR,USD
11,SPY220406P00285000,2022-03-23 16:32:15+00:00,285.0,0.03,0.0,0.01,0.0,0.0,550.0,904,1.5625021874999998,False,REGULAR,USD
12,SPY220406P00290000,2022-03-30 19:27:01+00:00,290.0,0.01,0.0,0.01,0.0,0.0,20.0,849,1.5000025,False,REGULAR,USD
13,SPY220406P00295000,2022-03-25 20:02:35+00:00,295.0,0.01,0.0,0.01,0.0,0.0,1678.0,1814,1.4375028125,False,REGULAR,USD
14,SPY220406P00300000,2022-03-28 13:41:51+00:00,300.0,0.01,0.0,0.01,0.0,0.0,4.0,342,1.3750031249999999,False,REGULAR,USD
15,SPY220406P00305000,2022-03-24 13:41:23+00:00,305.0,0.03,0.0,0.01,0.0,0.0,4.0,31,1.3437532812499997,False,REGULAR,USD
16,SPY220406P00310000,2022-03-25 16:07:50+00:00,310.0,0.02,0.0,0.01,0.0,0.0,21.0,172,1.2812535937499998,False,REGULAR,USD
17,SPY220406P00315000,2022-03-23 13:43:21+00:00,315.0,0.04,0.0,0.01,0.0,0.0,20.0,629,1.2500037499999999,False,REGULAR,USD
18,SPY220406P00320000,2022-03-24 15:36:56+00:00,320.0,0.03,0.0,0.01,0.0,0.0,17.0,69,1.1875040625,False,REGULAR,USD
19,SPY220406P00325000,2022-03-28 19:47:07+00:00,325.0,0.01,0.0,0.01,0.0,0.0,2.0,404,1.125004375,False,REGULAR,USD
20,SPY220406P00330000,2022-03-25 19:46:47+00:00,330.0,0.03,0.0,0.01,0.0,0.0,11.0,296,1.09375453125,False,REGULAR,USD
21,SPY220406P00335000,2022-04-04 14:07:07+00:00,335.0,0.01,0.0,0.01,0.0,0.0,4.0,248,1.0312548437500002,False,REGULAR,USD
22,SPY220406P00340000,2022-04-01 13:36:13+00:00,340.0,0.01,0.0,0.01,0.0,0.0,1.0,415,0.98437515625,False,REGULAR,USD
23,SPY220406P00345000,2022-04-01 13:30:20+00:00,345.0,0.01,0.0,0.01,0.0,0.0,1.0,4542,0.937500625,False,REGULAR,USD
24,SPY220406P00350000,2022-04-01 13:30:20+00:00,350.0,0.02,0.0,0.01,0.0,0.0,1.0,2148,0.9062509375,False,REGULAR,USD
25,SPY220406P00355000,2022-04-01 13:41:18+00:00,355.0,0.01,0.0,0.01,0.0,0.0,1.0,641,0.85937640625,False,REGULAR,USD
26,SPY220406P00360000,2022-04-01 19:51:39+00:00,360.0,0.01,0.0,0.01,0.0,0.0,17.0,868,0.8125018749999999,False,REGULAR,USD
27,SPY220406P00365000,2022-04-01 19:38:11+00:00,365.0,0.01,0.0,0.01,0.0,0.0,12.0,661,0.7656273437500001,False,REGULAR,USD
28,SPY220406P00370000,2022-04-04 15:03:24+00:00,370.0,0.01,0.0,0.01,0.0,0.0,1.0,670,0.7187528125,False,REGULAR,USD
29,SPY220406P00375000,2022-04-01 18:57:25+00:00,375.0,0.01,0.0,0.01,0.0,0.0,30.0,818,0.6875031250000001,False,REGULAR,USD
30,SPY220406P00376000,2022-04-01 15:37:09+00:00,376.0,0.01,0.0,0.01,0.0,0.0,2.0,416,0.6718782812500002,False,REGULAR,USD
