,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,SPY220404C00315000,2022-03-03 17:36:42+00:00,315.0,123.83,136.87,137.48,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
1,SPY220404C00320000,2022-04-01 17:39:16+00:00,320.0,130.58,135.95,137.16,0.0,0.0,1.0,1,3.167970830078125,True,REGULAR,USD
2,SPY220404C00335000,2022-03-08 15:18:51+00:00,335.0,83.36,120.95,122.16,0.0,0.0,1.0,0,2.8066436083984376,True,REGULAR,USD
3,SPY220404C00340000,2022-03-03 17:36:55+00:00,340.0,99.4,111.9,112.48,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD
4,SPY220404C00370000,2022-03-14 04:01:50+00:00,370.0,50.94,85.95,87.16,0.0,0.0,,0,2.0058643603515627,True,REGULAR,USD
5,SPY220404C00380000,2022-03-31 18:45:57+00:00,380.0,75.96,75.95,77.16,0.0,0.0,1.0,1,1.787110439453125,True,REGULAR,USD
6,SPY220404C00385000,2022-03-23 14:15:25+00:00,385.0,62.88,70.95,72.16,0.0,0.0,1.0,3,1.677735986328125,True,REGULAR,USD
7,SPY220404C00390000,2022-03-17 17:52:34+00:00,390.0,49.97,65.95,67.16,0.0,0.0,1.0,0,1.5703146484375,True,REGULAR,USD
8,SPY220404C00395000,2022-03-10 20:34:06+00:00,395.0,32.83,60.95,62.16,0.0,0.0,1.0,0,1.4628933105468749,True,REGULAR,USD
9,SPY220404C00396000,2022-03-15 14:53:01+00:00,396.0,28.51,59.95,61.16,0.0,0.0,,0,1.44140904296875,True,REGULAR,USD
10,SPY220404C00400000,2022-04-04 15:34:13+00:00,400.0,55.09,55.95,57.16,3.0999985,5.9626822,36.0,0,1.3554719726562499,True,REGULAR,USD
11,SPY220404C00404000,2022-03-16 13:33:28+00:00,404.0,27.97,51.95,53.16,0.0,0.0,,1,1.2695349023437497,True,REGULAR,USD
12,SPY220404C00405000,2022-04-01 14:21:37+00:00,405.0,46.08,50.95,52.16,0.0,0.0,2.0,143,1.2480506347656248,True,REGULAR,USD
13,SPY220404C00406000,2022-03-14 18:37:22+00:00,406.0,17.6,49.95,51.16,0.0,0.0,,0,1.2265663671875,True,REGULAR,USD
14,SPY220404C00410000,2022-04-01 16:02:57+00:00,410.0,40.07,45.95,47.16,0.0,0.0,10.0,331,1.140629296875,True,REGULAR,USD
15,SPY220404C00412000,2022-03-17 16:40:50+00:00,412.0,26.5,43.95,45.16,0.0,0.0,,51,1.0986373193359378,True,REGULAR,USD
16,SPY220404C00413000,2022-04-01 19:02:25+00:00,413.0,39.47,42.95,44.16,0.0,0.0,2.0,0,1.0771530517578127,True,REGULAR,USD
17,SPY220404C00414000,2022-03-15 18:40:19+00:00,414.0,15.56,41.95,43.16,0.0,0.0,64.0,165,1.0556687841796877,True,REGULAR,USD
18,SPY220404C00415000,2022-04-01 13:50:07+00:00,415.0,37.65,40.95,42.16,0.0,0.0,9.0,97,1.0341845166015626,True,REGULAR,USD
19,SPY220404C00416000,2022-04-01 18:44:05+00:00,416.0,36.45,39.95,41.16,0.0,0.0,1.0,155,1.0127002490234376,True,REGULAR,USD
20,SPY220404C00417000,2022-04-01 17:08:51+00:00,417.0,33.14,38.95,40.16,0.0,0.0,10.0,0,0.991211025390625,True,REGULAR,USD
21,SPY220404C00418000,2022-04-04 20:12:26+00:00,418.0,38.03,37.95,39.14,7.8199997,25.88547,2.0,247,0.9599613378906249,True,REGULAR,USD
22,SPY220404C00419000,2022-03-24 17:47:58+00:00,419.0,30.0,36.95,38.16,0.0,0.0,,1,0.948242705078125,True,REGULAR,USD
23,SPY220404C00420000,2022-04-04 16:53:21+00:00,420.0,35.08,35.95,37.16,0.26000214,0.74670345,5.0,0,0.9267585449218749,True,REGULAR,USD
24,SPY220404C00421000,2022-03-29 18:30:42+00:00,421.0,38.8,34.95,36.16,0.0,0.0,,2,0.905274384765625,True,REGULAR,USD
25,SPY220404C00422000,2022-04-04 20:11:50+00:00,422.0,34.64,33.95,35.16,5.67,19.571972,3.0,363,0.883790224609375,True,REGULAR,USD
26,SPY220404C00423000,2022-04-04 20:06:39+00:00,423.0,33.67,32.95,34.16,4.569998,15.704459,2.0,0,0.8623060644531251,True,REGULAR,USD
27,SPY220404C00424000,2022-04-01 18:13:43+00:00,424.0,27.43,31.95,33.16,0.0,0.0,2.0,138,0.840821904296875,True,REGULAR,USD
28,SPY220404C00425000,2022-04-04 19:58:04+00:00,425.0,31.34,30.95,32.16,4.92,18.622257,58.0,278,0.8193377441406249,True,REGULAR,USD
29,SPY220404C00426000,2022-04-04 18:19:19+00:00,426.0,29.49,29.95,31.16,1.4899998,5.321428,6.0,314,0.7973653076171875,True,REGULAR,USD
30,SPY220404C00427000,2022-04-01 19:58:52+00:00,427.0,26.05,28.95,30.16,0.0,0.0,4.0,5,0.7753928710937501,True,REGULAR,USD
31,SPY220404C00428000,2022-04-04 18:45:15+00:00,428.0,28.28,27.95,29.16,6.66,30.80481,6.0,80,0.7539087109375,True,REGULAR,USD
32,SPY220404C00429000,2022-04-04 19:41:41+00:00,429.0,27.29,26.95,28.16,3.8500004,16.424915,4.0,8,0.7324245507812499,True,REGULAR,USD
33,SPY220404C00430000,2022-04-04 20:00:32+00:00,430.0,26.81,25.95,27.16,4.4799995,20.062695,13.0,340,0.709963837890625,True,REGULAR,USD
34,SPY220404C00431000,2022-04-04 19:01:30+00:00,431.0,25.13,24.95,26.16,6.1899986,32.682144,3.0,30,0.6884796777343751,True,REGULAR,USD
35,SPY220404C00432000,2022-04-04 19:10:49+00:00,432.0,24.15,23.95,25.16,6.34,35.59798,15.0,90,0.6665072412109377,True,REGULAR,USD
36,SPY220404C00433000,2022-04-04 19:05:59+00:00,433.0,23.07,22.95,24.16,5.3500004,30.191877,2.0,0,0.6445348046875,True,REGULAR,USD
37,SPY220404C00434000,2022-04-04 17:57:37+00:00,434.0,21.61,21.95,23.16,3.880001,21.88382,19.0,87,0.622074091796875,True,REGULAR,USD
38,SPY220404C00435000,2022-04-04 19:42:50+00:00,435.0,21.0,20.95,22.16,4.4699993,27.041737,29.0,631,0.6001016552734376,True,REGULAR,USD
39,SPY220404C00436000,2022-04-04 19:01:37+00:00,436.0,20.09,19.95,21.16,3.7600002,23.025108,8.0,91,0.5776409423828125,True,REGULAR,USD
40,SPY220404C00437000,2022-04-04 19:51:02+00:00,437.0,19.58,18.95,20.16,3.5100002,21.841944,16.0,33,0.5556685058593751,True,REGULAR,USD
41,SPY220404C00438000,2022-04-04 19:01:32+00:00,438.0,18.05,17.95,19.16,5.1899996,40.357697,7.0,203,0.5327195166015625,True,REGULAR,USD
42,SPY220404C00439000,2022-04-04 18:38:38+00:00,439.0,16.99,16.95,18.15,5.37,46.213425,14.0,0,0.506840869140625,True,REGULAR,USD
43,SPY220404C00440000,2022-04-04 20:00:32+00:00,440.0,16.79,15.95,17.16,4.0200005,31.480036,195.0,2140,0.48730981445312505,True,REGULAR,USD
44,SPY220404C00441000,2022-04-04 19:55:14+00:00,441.0,15.37,14.95,16.14,5.5,55.72442,14.0,167,0.4585015087890626,True,REGULAR,USD
45,SPY220404C00442000,2022-04-04 20:08:30+00:00,442.0,14.58,13.95,15.14,3.3999996,30.411446,347.0,890,0.43555251953125,True,REGULAR,USD
46,SPY220404C00443000,2022-04-04 19:56:00+00:00,443.0,13.26,12.95,14.16,3.2800007,32.865738,185.0,234,0.41797457031249996,True,REGULAR,USD
47,SPY220404C00444000,2022-04-04 19:53:01+00:00,444.0,12.53,11.95,13.15,3.38,36.93989,371.0,944,0.3920959228515625,True,REGULAR,USD
48,SPY220404C00445000,2022-04-04 20:08:30+00:00,445.0,11.57,10.95,12.16,3.9099998,51.044388,415.0,1149,0.3711000390625,True,REGULAR,USD
49,SPY220404C00446000,2022-04-04 20:10:13+00:00,446.0,10.55,9.95,11.16,3.7600002,55.375557,216.0,1712,0.34717449707031245,True,REGULAR,USD
50,SPY220404C00447000,2022-04-04 20:14:43+00:00,447.0,9.56,8.95,10.16,3.6300006,61.21418,204.0,0,0.3227606787109374,True,REGULAR,USD
51,SPY220404C00448000,2022-04-04 20:08:28+00:00,448.0,8.6,8.14,9.16,3.7000003,75.51021,978.0,0,0.29834686035156244,True,REGULAR,USD
52,SPY220404C00449000,2022-04-04 20:11:41+00:00,449.0,7.68,7.34,8.16,3.4299998,80.70588,1467.0,2656,0.27295648925781246,True,REGULAR,USD
53,SPY220404C00450000,2022-04-04 20:14:43+00:00,450.0,6.52,6.36,6.9,3.28,101.234566,5688.0,7224,0.179695703125,True,REGULAR,USD
54,SPY220404C00451000,2022-04-04 20:09:30+00:00,451.0,5.66,5.33,5.83,3.33,142.91846,5212.0,4757,0.125985302734375,True,REGULAR,USD
55,SPY220404C00452000,2022-04-04 20:14:46+00:00,452.0,4.6,4.37,4.77,2.83,159.88701,17812.0,10454,1.0000000000000003e-05,True,REGULAR,USD
56,SPY220404C00453000,2022-04-04 20:12:57+00:00,453.0,3.64,3.41,3.91,2.3400002,180.00002,54914.0,0,0.1167080517578125,True,REGULAR,USD
57,SPY220404C00454000,2022-04-04 20:14:28+00:00,454.0,2.6,2.41,2.9,1.6999999,188.88889,120420.0,9746,0.090829404296875,True,REGULAR,USD
58,SPY220404C00455000,2022-04-04 20:14:41+00:00,455.0,1.52,1.52,1.9,0.95,166.66666,252125.0,0,0.06617144775390627,True,REGULAR,USD
59,SPY220404C00456000,2022-04-04 20:14:48+00:00,456.0,0.56,0.54,0.68,0.21000001,60.000004,240398.0,8299,1.0000000000000003e-05,True,REGULAR,USD
60,SPY220404C00457000,2022-04-04 20:14:58+00:00,457.0,0.03,0.02,0.03,-0.17,-85.0,188446.0,11469,0.010507941894531251,False,REGULAR,USD
61,SPY220404C00458000,2022-04-04 20:14:58+00:00,458.0,0.01,0.0,0.01,-0.11,-91.66667,73666.0,0,0.028330029296875,False,REGULAR,USD
62,SPY220404C00459000,2022-04-04 20:10:11+00:00,459.0,0.01,0.0,0.01,-0.04,-79.99999,74014.0,9531,0.04688453125,False,REGULAR,USD
63,SPY220404C00460000,2022-04-04 20:07:22+00:00,460.0,0.01,0.0,0.01,-0.03,-75.0,26613.0,0,0.06446248046875,False,REGULAR,USD
64,SPY220404C00461000,2022-04-04 20:00:18+00:00,461.0,0.01,0.0,0.01,-0.02,-66.66667,6121.0,6673,0.08008732421875,False,REGULAR,USD
65,SPY220404C00462000,2022-04-04 20:07:12+00:00,462.0,0.01,0.0,0.01,-0.01,-50.0,8994.0,5206,0.09571216796875001,False,REGULAR,USD
66,SPY220404C00463000,2022-04-04 20:09:45+00:00,463.0,0.01,0.0,0.01,0.0,0.0,2145.0,6894,0.1132901171875,False,REGULAR,USD
67,SPY220404C00464000,2022-04-04 19:30:42+00:00,464.0,0.01,0.0,0.01,0.0,0.0,998.0,4503,0.1289149609375,False,REGULAR,USD
68,SPY220404C00465000,2022-04-04 20:10:59+00:00,465.0,0.01,0.0,0.01,-0.01,-50.0,677.0,0,0.1445398046875,False,REGULAR,USD
69,SPY220404C00466000,2022-04-04 19:54:58+00:00,466.0,0.01,0.0,0.01,0.0,0.0,53.0,7703,0.1562584375,False,REGULAR,USD
70,SPY220404C00467000,2022-04-04 19:30:07+00:00,467.0,0.01,0.0,0.01,0.0,0.0,87.0,5811,0.17188328125000002,False,REGULAR,USD
71,SPY220404C00468000,2022-04-04 16:01:16+00:00,468.0,0.01,0.0,0.01,0.0,0.0,47.0,1258,0.187508125,False,REGULAR,USD
72,SPY220404C00469000,2022-04-04 17:43:19+00:00,469.0,0.01,0.0,0.01,0.0,0.0,33.0,0,0.20313296874999998,False,REGULAR,USD
73,SPY220404C00470000,2022-04-04 17:01:09+00:00,470.0,0.01,0.0,0.01,0.0,0.0,68.0,7573,0.2148516015625,False,REGULAR,USD
74,SPY220404C00471000,2022-04-04 14:16:11+00:00,471.0,0.01,0.0,0.01,0.0,0.0,1.0,1196,0.2304764453125,False,REGULAR,USD
75,SPY220404C00472000,2022-04-04 17:24:50+00:00,472.0,0.01,0.0,0.01,0.0,0.0,22.0,2887,0.242195078125,False,REGULAR,USD
76,SPY220404C00473000,2022-04-01 13:36:50+00:00,473.0,0.01,0.0,0.01,0.0,0.0,4.0,1170,0.257819921875,False,REGULAR,USD
77,SPY220404C00474000,2022-04-04 19:15:21+00:00,474.0,0.01,0.0,0.01,0.0,0.0,26.0,1072,0.273444765625,False,REGULAR,USD
78,SPY220404C00475000,2022-04-04 18:00:14+00:00,475.0,0.01,0.0,0.01,0.0,0.0,108.0,1221,0.2890696093749999,False,REGULAR,USD
79,SPY220404C00476000,2022-04-04 17:45:21+00:00,476.0,0.01,0.0,0.01,-0.01,-50.0,16.0,0,0.29688203124999996,False,REGULAR,USD
80,SPY220404C00477000,2022-03-31 13:34:35+00:00,477.0,0.01,0.0,0.01,0.0,0.0,38.0,0,0.31250687499999996,False,REGULAR,USD
81,SPY220404C00478000,2022-03-31 19:02:07+00:00,478.0,0.01,0.0,0.01,0.0,0.0,25.0,307,0.32813171874999997,False,REGULAR,USD
82,SPY220404C00479000,2022-04-01 14:40:09+00:00,479.0,0.01,0.0,0.01,0.0,0.0,10.0,265,0.3437565625,False,REGULAR,USD
83,SPY220404C00480000,2022-04-01 19:18:34+00:00,480.0,0.01,0.0,0.01,0.0,0.0,12.0,1188,0.35156898437499995,False,REGULAR,USD
84,SPY220404C00481000,2022-03-31 14:59:32+00:00,481.0,0.01,0.0,0.01,0.0,0.0,3.0,356,0.367193828125,False,REGULAR,USD
85,SPY220404C00482000,2022-03-30 18:36:32+00:00,482.0,0.01,0.0,0.01,0.0,0.0,5.0,143,0.38281867187499996,False,REGULAR,USD
86,SPY220404C00483000,2022-03-30 18:38:23+00:00,483.0,0.01,0.0,0.01,0.0,0.0,3.0,288,0.39063109375,False,REGULAR,USD
87,SPY220404C00484000,2022-03-30 16:11:21+00:00,484.0,0.01,0.0,0.01,0.0,0.0,6.0,0,0.4062559375,False,REGULAR,USD
88,SPY220404C00485000,2022-04-01 16:36:08+00:00,485.0,0.01,0.0,0.01,0.0,0.0,14.0,430,0.42188078125,False,REGULAR,USD
89,SPY220404C00486000,2022-03-30 13:41:21+00:00,486.0,0.01,0.0,0.01,0.0,0.0,5.0,38,0.42969320312500003,False,REGULAR,USD
90,SPY220404C00487000,2022-03-29 19:37:36+00:00,487.0,0.02,0.0,0.01,0.0,0.0,,27,0.445318046875,False,REGULAR,USD
91,SPY220404C00488000,2022-03-30 15:21:01+00:00,488.0,0.01,0.0,0.01,0.0,0.0,,0,0.46094289062500005,False,REGULAR,USD
