,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
36,SPY220502P00434000,2022-04-07 19:02:12,434.0,3.7,3.76,3.79,-1.01,-21.443737,141.0,240,0.20795469787597654,False,REGULAR,USD
37,SPY220502P00435000,2022-04-07 19:20:26,435.0,3.87,3.98,4.01,-1.06,-21.501013,45.0,2084,0.2066119378662109,False,REGULAR,USD
38,SPY220502P00436000,2022-04-07 18:49:13,436.0,4.5,4.15,4.18,-0.5,-10.0,21.0,120,0.20371279693603517,False,REGULAR,USD
39,SPY220502P00438000,2022-04-07 18:44:02,438.0,5.18,4.56,4.59,-0.20000029,-3.7174773,40.0,187,0.198952102355957,False,REGULAR,USD
40,SPY220502P00440000,2022-04-07 19:19:57,440.0,4.83,5.01,5.05,-1.19,-19.767443,138.0,5697,0.194343994140625,False,REGULAR,USD
41,SPY220502P00442000,2022-04-07 19:03:46,442.0,5.42,5.46,5.5,-0.9299998,-14.645667,37.0,490,0.18836260864257812,False,REGULAR,USD
42,SPY220502P00444000,2022-04-07 19:09:54,444.0,5.85,6.02,6.06,-1.1199999,-16.068865,129.0,430,0.18372398315429686,False,REGULAR,USD
43,SPY220502P00445000,2022-04-07 19:03:46,445.0,6.23,6.28,6.32,-1.44,-18.774446,240.0,584,0.1804891522216797,False,REGULAR,USD
44,SPY220502P00446000,2022-04-07 19:11:46,446.0,6.28,6.61,6.66,-1.73,-21.598001,70.0,411,0.17865811584472657,False,REGULAR,USD
45,SPY220502P00447000,2022-04-07 19:10:04,447.0,6.73,6.89,6.93,-1.7599998,-20.730268,117.0,119,0.17496552581787111,False,REGULAR,USD
46,SPY220502P00448000,2022-04-07 19:18:21,448.0,7.02,7.29,7.32,-1.6399999,-18.937643,285.0,195,0.17347017944335938,False,REGULAR,USD
48,SPY220502P00450000,2022-04-07 19:24:14,450.0,8.08,8.06,8.1,-1.1900005,-12.837114,43.0,1598,0.16931983032226564,False,REGULAR,USD
49,SPY220502P00451000,2022-04-07 19:23:24,451.0,8.42,8.47,8.5,-1.2699995,-13.106291,32.0,100,0.16681741394042973,True,REGULAR,USD
54,SPY220502P00456000,2022-04-07 18:59:28,456.0,11.03,10.59,10.8,-0.97000027,-8.083336,36.0,192,0.15412222839355472,True,REGULAR,USD
58,SPY220502P00460000,2022-04-07 19:16:54,460.0,12.37,12.98,13.22,-2.5,-16.812374,21.0,206,0.14765256652832032,True,REGULAR,USD
